rf,ef,ab,gb
0.040000,0.105000,0.496521,0.064142
0.005000,0.005000,0.496024,0.044061
0.065000,0.080000,0.495732,0.043498
0.156616,0.190625,0.496438,0.072257
0.085000,0.120000,0.496661,0.073341
0.325000,0.165000,0.497492,0.056650
0.060000,0.060000,0.496420,0.071913
0.140000,0.035000,0.485797,0.028415
0.080000,0.035000,0.497124,0.084929
0.080000,0.150000,0.497031,0.087001
0.000000,0.000000,0.494158,0.010221
0.000000,0.010000,0.494533,0.011187
0.025000,0.005000,0.495379,0.018554
0.025000,0.015000,0.495762,0.037546
0.010000,0.000000,0.495846,0.028627
0.000000,0.000000,0.495166,0.018013
0.030000,0.030000,0.495925,0.039933
0.660000,0.585000,0.499117,0.335600
0.060000,0.045000,0.496774,0.047754
0.015000,0.000000,0.496309,0.045414
0.375000,0.455000,0.498304,0.256451
0.000000,0.000000,0.493395,0.006524
0.055000,0.010000,0.497084,0.078520
0.060000,0.010000,0.496582,0.048576
0.055000,0.110000,0.496402,0.043195
0.205000,0.030000,0.497763,0.096027
0.085000,0.055000,0.496517,0.054999
0.030000,0.000000,0.493835,0.008592
0.025000,0.020000,0.494176,0.011565
0.005000,0.000000,0.495506,0.037029
0.000000,0.000000,0.493295,0.006530
0.005000,0.000000,0.494717,0.013488
0.100000,0.105000,0.496392,0.047427
0.000000,0.000000,0.493818,0.009931
0.005000,0.000000,0.494746,0.013546
0.045000,0.060000,0.496394,0.068801
0.005000,0.005000,0.494096,0.009886
0.030000,0.015000,0.495373,0.025927
0.195000,0.095000,0.497335,0.107058
0.010000,0.020000,0.495568,0.020491
0.000000,0.000000,0.493812,0.010488
0.070000,0.075000,0.496559,0.064792
0.015000,0.015000,0.495265,0.031552
0.005000,0.000000,0.493791,0.009051
0.120000,0.155000,0.496819,0.111600
0.020000,0.000000,0.495041,0.016169
0.060000,0.180000,0.497168,0.091038
0.120000,0.065000,0.497422,0.140927
0.005000,0.000000,0.494445,0.012675
0.585000,0.625000,0.499958,0.621038
0.130000,0.040000,0.496739,0.075761
0.005000,0.005000,0.495412,0.022217
0.005000,0.000000,0.494559,0.013799
0.595000,0.610000,0.501565,0.571287
0.005000,0.015000,0.493737,0.009234
0.015000,0.010000,0.495351,0.016395
0.515000,0.500000,0.500248,0.668123
0.000000,0.000000,0.493073,0.006348
0.035000,0.025000,0.495532,0.038322
0.015000,0.005000,0.495007,0.018440
0.000000,0.000000,0.493615,0.007899
0.000000,0.000000,0.493652,0.008673
0.100000,0.150000,0.497686,0.126929
0.000000,0.000000,0.494636,0.014166
0.055000,0.050000,0.496640,0.075736
0.040000,0.065000,0.495581,0.029761
0.090000,0.035000,0.496478,0.065571
0.000000,0.000000,0.494551,0.013481
0.090000,0.140000,0.497165,0.089295
0.015000,0.310000,0.494355,0.012622
0.005000,0.000000,0.493849,0.008095
0.005000,0.005000,0.493251,0.006072
0.020000,0.015000,0.494716,0.010898
0.010000,0.005000,0.494669,0.014525
0.080000,0.190000,0.496804,0.081860
0.000000,0.000000,0.494087,0.008421
0.015000,0.020000,0.495286,0.028745
0.005000,0.000000,0.493948,0.009414
0.000000,0.000000,0.493927,0.007610
0.010000,0.000000,0.494361,0.017223
0.620000,0.700000,0.500311,0.694049
0.010000,0.000000,0.494853,0.013032
0.175000,0.075000,0.496693,0.071139
0.005000,0.010000,0.494431,0.011988
0.620000,0.680000,0.500427,0.497742
0.050000,0.060000,0.497318,0.079623
0.015000,0.015000,0.492911,0.005504
0.015000,0.015000,0.495153,0.014841
0.000000,0.000000,0.493068,0.005854
0.040000,0.025000,0.496500,0.058268
0.005000,0.000000,0.494118,0.009797
0.055000,0.220000,0.495947,0.048469
0.395000,0.185000,0.499089,0.379821
0.005000,0.005000,0.494814,0.014035
0.040000,0.020000,0.497809,0.069649
0.010000,0.000000,0.494096,0.010160
0.010000,0.000000,0.494210,0.012034
0.035000,0.175000,0.496054,0.051488
0.400000,0.395000,0.497933,0.196647
0.010000,0.000000,0.494021,0.008576
0.545000,0.525000,0.499810,0.540823
0.000000,0.000000,0.493797,0.008557
0.000000,0.000000,0.494596,0.012968
0.155000,0.185000,0.497994,0.124172
0.025000,0.020000,0.494922,0.016512
0.070000,0.020000,0.496279,0.038274
0.005000,0.005000,0.494935,0.013442
0.120000,0.160000,0.496946,0.078003
0.045000,0.000000,0.494813,0.010531
0.030000,0.025000,0.497101,0.074415
0.060000,0.010000,0.496847,0.071164
0.045000,0.030000,0.496800,0.083945
0.020000,0.000000,0.495042,0.013600
0.000000,0.000000,0.492956,0.006232
0.000000,0.000000,0.494203,0.009974
0.000000,0.000000,0.494887,0.014471
0.225000,0.330000,0.497221,0.084366
0.000000,0.005000,0.493755,0.010053
0.000000,0.000000,0.494410,0.012814
0.010000,0.030000,0.495387,0.020890
0.005000,0.005000,0.494613,0.010764
0.075000,0.000000,0.495014,0.015280
0.030000,0.000000,0.496029,0.045236
0.000000,0.010000,0.493288,0.006564
0.005000,0.005000,0.495418,0.018505
0.300000,0.305000,0.498451,0.222284
0.005000,0.095000,0.494396,0.010815
0.000000,0.015000,0.494388,0.013922
0.005000,0.005000,0.494693,0.019829
0.000000,0.000000,0.494402,0.013447
0.045000,0.035000,0.496109,0.039010
0.010000,0.105000,0.494273,0.012253
0.050000,0.055000,0.496525,0.060404
0.010000,0.000000,0.495452,0.029647
0.005000,0.000000,0.494917,0.017538
0.175000,0.220000,0.496880,0.050660
0.075000,0.065000,0.494048,0.010535
0.080000,0.060000,0.496576,0.066872
0.005000,0.000000,0.495443,0.026361
0.300000,0.220000,0.498996,0.301269
0.030000,0.055000,0.497598,0.115350
0.025000,0.005000,0.496155,0.047183
0.000000,0.035000,0.493889,0.008911
0.060000,0.110000,0.497101,0.099272
0.035000,0.005000,0.495733,0.022162
0.090000,0.080000,0.496731,0.073397
0.030000,0.000000,0.495497,0.018142
0.020000,0.010000,0.495489,0.023591
0.000000,0.000000,0.494882,0.014587
0.010000,0.000000,0.493574,0.009768
0.000000,0.000000,0.494431,0.010470
0.010000,0.005000,0.496275,0.043419
0.010000,0.000000,0.495906,0.033445
0.025000,0.030000,0.495977,0.050127
0.365000,0.335000,0.499941,0.480026
0.005000,0.000000,0.494611,0.013078
0.000000,0.000000,0.494818,0.018206
0.080000,0.050000,0.496989,0.107814
0.000000,0.000000,0.493970,0.011232
0.175000,0.655000,0.495090,0.023783
0.025000,0.050000,0.496852,0.065128
0.010000,0.000000,0.493843,0.009606
0.055000,0.245000,0.495446,0.014142
0.015000,0.010000,0.496009,0.047845
0.360000,0.295000,0.497161,0.099169
0.000000,0.020000,0.495164,0.019382
0.160000,0.200000,0.497174,0.114684
0.570000,0.795000,0.500257,0.560613
0.125000,0.050000,0.497417,0.090360
0.075000,0.180000,0.495951,0.074330
0.000000,0.005000,0.494719,0.012288
0.155000,0.035000,0.496851,0.084208
0.045000,0.000000,0.496138,0.041863
0.005000,0.015000,0.496059,0.032249
0.100000,0.080000,0.497444,0.154400
0.230000,0.335000,0.498270,0.188512
0.030000,0.040000,0.496080,0.047040
0.000000,0.000000,0.493906,0.008913
0.005000,0.005000,0.495156,0.020868
0.000000,0.030000,0.494858,0.014089
0.245000,0.180000,0.499961,0.388457
0.000000,0.025000,0.495250,0.019634
0.015000,0.005000,0.495236,0.023756
0.005000,0.000000,0.493834,0.008246
0.030000,0.000000,0.495170,0.018462
0.115000,0.115000,0.497482,0.108087
0.040000,0.000000,0.494639,0.012910
0.055000,0.100000,0.496708,0.063160
0.125000,0.285000,0.496651,0.057429
0.215000,0.060000,0.497287,0.096327
0.050000,0.115000,0.495271,0.022920
0.000000,0.000000,0.494257,0.009152
0.010000,0.005000,0.495015,0.011646
0.000000,0.000000,0.493816,0.009322
0.010000,0.000000,0.494613,0.010738
0.020000,0.025000,0.497483,0.141908
0.010000,0.005000,0.494501,0.017194
0.145000,0.190000,0.497523,0.128559
0.060000,0.000000,0.494557,0.012760
0.295000,0.200000,0.499885,0.367818
0.040000,0.155000,0.496750,0.080546
0.010000,0.075000,0.495436,0.034537
0.050000,0.065000,0.497014,0.105796
0.005000,0.000000,0.493880,0.008627
0.030000,0.005000,0.495086,0.015432
0.010000,0.000000,0.494154,0.007485
0.015000,0.030000,0.495164,0.016679
0.625000,0.715000,0.501102,0.614052
0.000000,0.000000,0.493711,0.007911
0.020000,0.000000,0.495085,0.016996
0.035000,0.005000,0.495422,0.016722
0.000000,0.000000,0.496288,0.066980
0.000000,0.005000,0.494308,0.010646
0.030000,0.005000,0.494911,0.014614
0.195000,0.365000,0.498425,0.227763
0.270000,0.325000,0.499216,0.339179
0.000000,0.000000,0.493297,0.006091
0.050000,0.030000,0.496222,0.051589
0.020000,0.020000,0.496211,0.056292
0.000000,0.010000,0.494368,0.012884
0.040000,0.050000,0.496410,0.050191
0.000000,0.000000,0.494149,0.007597
0.050000,0.095000,0.494559,0.011608
0.205000,0.025000,0.497797,0.139152
0.280000,0.195000,0.499678,0.413941
0.020000,0.060000,0.495875,0.043201
0.445000,0.245000,0.499184,0.447509
0.015000,0.100000,0.496773,0.070412
0.055000,0.055000,0.496249,0.034042
0.035000,0.010000,0.495136,0.024923
0.005000,0.010000,0.494271,0.012472
0.025000,0.030000,0.495165,0.017953
0.015000,0.000000,0.496419,0.068962
0.000000,0.000000,0.494587,0.012637
0.075000,0.090000,0.496002,0.035085
0.000000,0.000000,0.494199,0.011830
0.030000,0.045000,0.495991,0.058532
0.010000,0.125000,0.494492,0.011469
0.000000,0.005000,0.493295,0.007225
0.070000,0.015000,0.496890,0.072720
0.000000,0.000000,0.493489,0.006335
0.725000,0.740000,0.499844,0.636883
0.195000,0.090000,0.498272,0.200950
0.010000,0.005000,0.494668,0.014075
0.045000,0.045000,0.496739,0.093785
0.345000,0.390000,0.498804,0.372507
0.000000,0.000000,0.494786,0.012743
0.005000,0.000000,0.493966,0.010478
0.000000,0.010000,0.495525,0.016204
0.485000,0.180000,0.498731,0.335395
0.050000,0.015000,0.495416,0.015537
0.000000,0.000000,0.494173,0.010310
0.020000,0.010000,0.495846,0.018029
0.075000,0.035000,0.495508,0.042775
0.025000,0.060000,0.496314,0.055800
0.005000,0.000000,0.493681,0.009115
0.030000,0.015000,0.495886,0.025279
0.010000,0.045000,0.495962,0.032445
0.380000,0.350000,0.499317,0.456787
0.000000,0.010000,0.494391,0.011827
0.045000,0.085000,0.496020,0.036693
0.015000,0.025000,0.494483,0.012276
0.130000,0.195000,0.496368,0.082585
0.115000,0.040000,0.496255,0.044562
0.060000,0.040000,0.496188,0.044956
0.010000,0.060000,0.494534,0.011245
0.000000,0.000000,0.493365,0.006335
0.025000,0.025000,0.495729,0.028053
0.035000,0.025000,0.496494,0.048048
0.550000,0.555000,0.498640,0.377703
0.005000,0.005000,0.494117,0.011299
0.040000,0.065000,0.496230,0.045197
0.000000,0.000000,0.493727,0.009768
0.010000,0.010000,0.494711,0.023681
0.000000,0.020000,0.494767,0.013480
0.210000,0.130000,0.497318,0.100342
0.040000,0.070000,0.495859,0.038051
0.015000,0.085000,0.493986,0.006938
0.000000,0.005000,0.493795,0.008638
0.000000,0.005000,0.493152,0.006232
0.090000,0.020000,0.495889,0.033011
0.175000,0.190000,0.499374,0.289784
0.170000,0.145000,0.497852,0.135921
0.025000,0.020000,0.496201,0.046222
0.010000,0.000000,0.495026,0.023185
0.015000,0.020000,0.494862,0.015440
0.040000,0.125000,0.496110,0.041175
0.020000,0.005000,0.496821,0.068205
0.120000,0.085000,0.496877,0.090978
0.035000,0.020000,0.497114,0.094418
0.370000,0.280000,0.499207,0.508674
0.005000,0.000000,0.493702,0.007302
0.180000,0.070000,0.494292,0.018691
0.060000,0.025000,0.497028,0.093019
0.000000,0.000000,0.494315,0.011872
0.000000,0.000000,0.493964,0.008513
0.090000,0.130000,0.497203,0.053451
0.105000,0.115000,0.495841,0.043806
0.000000,0.000000,0.493710,0.009206
0.105000,0.075000,0.496417,0.054047
0.120000,0.080000,0.497668,0.157549
0.000000,0.005000,0.493496,0.008234
0.050000,0.005000,0.496828,0.100133
0.005000,0.000000,0.494284,0.009645
0.005000,0.000000,0.493729,0.009051
0.000000,0.025000,0.494612,0.012280
0.005000,0.000000,0.494189,0.010636
0.015000,0.005000,0.496889,0.080776
0.110000,0.195000,0.497909,0.139477
0.045000,0.020000,0.496316,0.034048
0.010000,0.030000,0.495563,0.023302
0.000000,0.000000,0.495577,0.015924
0.000000,0.005000,0.495405,0.028188
0.000000,0.000000,0.494065,0.009449
0.055000,0.070000,0.497319,0.102612
0.380000,0.180000,0.498076,0.255664
0.325000,0.115000,0.497747,0.148941
0.005000,0.005000,0.496434,0.046205
0.015000,0.055000,0.495243,0.017069
0.055000,0.055000,0.495102,0.015539
0.135000,0.220000,0.499376,0.369874
0.000000,0.000000,0.494823,0.013517
0.005000,0.000000,0.494249,0.012841
0.095000,0.165000,0.496885,0.103487
0.015000,0.010000,0.494273,0.009552
0.040000,0.005000,0.494357,0.011376
0.065000,0.015000,0.495958,0.031968
0.015000,0.010000,0.494237,0.011920
0.000000,0.000000,0.492816,0.006981
0.065000,0.065000,0.496534,0.053196
0.000000,0.000000,0.493791,0.007225
0.155000,0.080000,0.496859,0.067505
0.000000,0.010000,0.496356,0.051671
0.115000,0.105000,0.497132,0.112924
0.015000,0.000000,0.494436,0.013381
0.255000,0.120000,0.498249,0.168668
0.025000,0.005000,0.494710,0.013021
0.020000,0.010000,0.496175,0.040953
0.010000,0.000000,0.495008,0.016781
0.085000,0.035000,0.496003,0.058924
0.310000,0.350000,0.498446,0.219224
0.105000,0.110000,0.496414,0.050127
0.010000,0.035000,0.494608,0.013535
0.000000,0.005000,0.494494,0.014503
0.000000,0.005000,0.495324,0.023092
0.015000,0.055000,0.495674,0.029851
0.000000,0.005000,0.494049,0.009903
0.650000,0.680000,0.501434,0.615377
0.030000,0.170000,0.494260,0.009082
0.080000,0.050000,0.496633,0.055780
0.030000,0.040000,0.496693,0.080900
0.000000,0.000000,0.494473,0.013742
0.010000,0.005000,0.494259,0.010965
0.110000,0.100000,0.496790,0.066488
0.000000,0.035000,0.494349,0.013254
0.005000,0.000000,0.493300,0.008097
0.000000,0.000000,0.493217,0.006963
0.000000,0.000000,0.493300,0.007098
0.250000,0.310000,0.498520,0.313652
0.070000,0.070000,0.496518,0.042929
0.190000,0.045000,0.497193,0.086555
0.000000,0.000000,0.493798,0.008199
0.015000,0.000000,0.495176,0.016067
0.280000,0.240000,0.497000,0.099028
0.005000,0.000000,0.494393,0.011631
0.005000,0.010000,0.495128,0.026880
0.000000,0.025000,0.495569,0.017345
0.000000,0.000000,0.493681,0.007098
0.010000,0.000000,0.493766,0.008419
0.015000,0.010000,0.494822,0.013101
0.015000,0.000000,0.494916,0.018775
0.005000,0.005000,0.496044,0.036255
0.180000,0.160000,0.497248,0.101151
0.010000,0.005000,0.495667,0.034572
0.035000,0.000000,0.494362,0.011376
0.075000,0.405000,0.496163,0.050795
0.030000,0.010000,0.495397,0.027789
0.040000,0.055000,0.495919,0.031202
0.275000,0.410000,0.498755,0.314296
0.020000,0.000000,0.495154,0.018700
0.000000,0.000000,0.493338,0.007098
0.555000,0.730000,0.501557,0.873107
0.110000,0.190000,0.495982,0.059655
0.000000,0.000000,0.493760,0.008470
0.000000,0.000000,0.493411,0.008213
0.000000,0.000000,0.493459,0.007680
0.000000,0.000000,0.493570,0.007098
0.000000,0.000000,0.493781,0.010001
0.010000,0.000000,0.495244,0.015623
0.180000,0.135000,0.496152,0.082347
0.000000,0.000000,0.493747,0.006428
0.255000,0.275000,0.497632,0.117224
0.050000,0.050000,0.496369,0.057224
0.055000,0.010000,0.497248,0.084338
0.055000,0.095000,0.495769,0.043136
0.045000,0.080000,0.497023,0.102536
0.015000,0.005000,0.495374,0.026439
0.015000,0.000000,0.495056,0.016077
0.000000,0.005000,0.494391,0.009922
0.330000,0.200000,0.498772,0.314066
0.015000,0.000000,0.494807,0.014502
0.010000,0.005000,0.495513,0.022063
0.005000,0.000000,0.494952,0.015592
0.170000,0.215000,0.496700,0.055417
0.015000,0.040000,0.496025,0.032331
0.030000,0.020000,0.496443,0.051434
0.155000,0.125000,0.498019,0.190104
0.010000,0.000000,0.493672,0.009890
0.000000,0.000000,0.493623,0.008183
0.015000,0.005000,0.495200,0.013865
0.375000,0.305000,0.498867,0.372223
0.345000,0.110000,0.499757,0.450585
0.015000,0.065000,0.494939,0.021397
0.000000,0.000000,0.494952,0.019082
0.010000,0.000000,0.495193,0.020022
0.090000,0.140000,0.495439,0.023553
0.050000,0.005000,0.495591,0.023136
0.010000,0.005000,0.494508,0.011325
0.025000,0.005000,0.494744,0.013406
0.055000,0.040000,0.494651,0.012737
0.010000,0.070000,0.494857,0.014028
0.000000,0.000000,0.494128,0.010357
0.005000,0.010000,0.495163,0.016386
0.000000,0.000000,0.494433,0.011478
0.105000,0.065000,0.497542,0.099875
0.005000,0.005000,0.493371,0.007098
0.030000,0.075000,0.496116,0.049314
0.080000,0.115000,0.497368,0.120336
0.030000,0.000000,0.494157,0.009236
0.010000,0.065000,0.495347,0.028439
0.010000,0.125000,0.495753,0.027142
0.035000,0.120000,0.494692,0.014140
0.010000,0.020000,0.495385,0.024494
0.000000,0.005000,0.494308,0.013660
0.135000,0.250000,0.497444,0.158012
0.060000,0.085000,0.496220,0.057644
0.000000,0.005000,0.493715,0.008093
0.190000,0.295000,0.497415,0.119140
0.000000,0.000000,0.494200,0.013414
0.125000,0.075000,0.497359,0.088222
0.005000,0.000000,0.493828,0.009492
0.015000,0.000000,0.494695,0.014884
0.090000,0.165000,0.496971,0.087645
0.015000,0.010000,0.494643,0.019334
0.040000,0.030000,0.494590,0.010839
0.055000,0.175000,0.496149,0.044278
0.115000,0.155000,0.497101,0.137250
0.055000,0.020000,0.495097,0.033866
0.190000,0.235000,0.498157,0.198018
0.015000,0.035000,0.494002,0.013155
0.015000,0.045000,0.494477,0.016716
0.020000,0.015000,0.495546,0.030962
0.050000,0.010000,0.495470,0.033188
0.615000,0.595000,0.501360,0.631919
0.000000,0.000000,0.493211,0.006910
0.010000,0.015000,0.495177,0.018134
0.020000,0.000000,0.494042,0.007927
0.285000,0.200000,0.497064,0.145481
0.000000,0.000000,0.493368,0.006700
0.000000,0.000000,0.496977,0.114833
0.005000,0.010000,0.495651,0.032761
0.035000,0.050000,0.496474,0.039446
0.000000,0.000000,0.494179,0.011619
0.000000,0.000000,0.494562,0.014765
0.095000,0.035000,0.496080,0.052007
0.195000,0.135000,0.498706,0.318242
0.080000,0.020000,0.495260,0.033639
0.070000,0.150000,0.496591,0.062375
0.070000,0.020000,0.497603,0.118673
0.000000,0.000000,0.493469,0.006462
0.025000,0.005000,0.495409,0.020402
0.090000,0.060000,0.496701,0.036088
0.055000,0.060000,0.495538,0.036003
0.015000,0.000000,0.493126,0.006232
0.000000,0.000000,0.493909,0.007398
0.140000,0.110000,0.495999,0.047096
0.235000,0.325000,0.498723,0.241130
0.020000,0.010000,0.494490,0.011603
0.010000,0.035000,0.495740,0.039333
0.200000,0.170000,0.497654,0.109383
0.000000,0.000000,0.494154,0.011499
0.090000,0.095000,0.495923,0.039024
0.000000,0.000000,0.493859,0.008933
0.130000,0.110000,0.496105,0.053300
0.680000,0.780000,0.502093,0.705212
0.150000,0.090000,0.496658,0.082764
0.285000,0.180000,0.498717,0.276640
0.060000,0.010000,0.494352,0.010440
0.090000,0.045000,0.496901,0.065719
0.005000,0.000000,0.494540,0.011231
0.040000,0.035000,0.496713,0.070811
0.005000,0.000000,0.494883,0.015118
0.045000,0.020000,0.495037,0.013747
0.000000,0.000000,0.493489,0.008971
0.130000,0.145000,0.497129,0.079791
0.000000,0.000000,0.494830,0.015960
0.010000,0.015000,0.495809,0.020293
0.005000,0.005000,0.494849,0.014774
0.015000,0.020000,0.495142,0.018197
0.035000,0.045000,0.495352,0.025292
0.005000,0.000000,0.494158,0.010046
0.010000,0.015000,0.494994,0.014429
0.000000,0.000000,0.494714,0.019425
0.180000,0.315000,0.498537,0.308561
0.000000,0.010000,0.494375,0.011086
0.150000,0.195000,0.498285,0.239157
0.280000,0.165000,0.498617,0.338349
0.000000,0.000000,0.494751,0.012967
0.000000,0.000000,0.494495,0.011083
0.025000,0.005000,0.496172,0.045265
0.110000,0.080000,0.496239,0.062385
0.015000,0.015000,0.495996,0.031279
0.000000,0.000000,0.493906,0.008673
0.020000,0.000000,0.495595,0.025583
0.015000,0.005000,0.494476,0.011991
0.040000,0.480000,0.494037,0.008592
0.000000,0.000000,0.494294,0.010641
0.000000,0.000000,0.494242,0.010761
0.025000,0.005000,0.496135,0.048936
0.030000,0.005000,0.496265,0.037375
0.000000,0.010000,0.495394,0.014638
0.005000,0.010000,0.494370,0.017758
0.065000,0.025000,0.495622,0.037738
0.025000,0.025000,0.495573,0.018240
0.010000,0.000000,0.493984,0.009583
0.055000,0.085000,0.496459,0.049520
0.065000,0.075000,0.496732,0.083979
0.110000,0.095000,0.494580,0.011630
0.000000,0.000000,0.493207,0.005781
0.005000,0.005000,0.494751,0.014706
0.155000,0.195000,0.497088,0.098723
0.075000,0.175000,0.496440,0.066951
0.030000,0.005000,0.495329,0.025728
0.000000,0.000000,0.494846,0.014640
0.215000,0.145000,0.498162,0.202784
0.000000,0.000000,0.494109,0.009725
0.010000,0.005000,0.493673,0.007242
0.005000,0.000000,0.494992,0.016638
0.000000,0.000000,0.493805,0.008351
0.000000,0.005000,0.494549,0.012829
0.050000,0.055000,0.495732,0.036622
0.000000,0.000000,0.493949,0.009078
0.745000,0.695000,0.500125,0.662452
0.000000,0.000000,0.494299,0.011205
0.000000,0.000000,0.494205,0.007647
0.005000,0.000000,0.494869,0.013870
0.015000,0.035000,0.496040,0.041321
0.015000,0.045000,0.495925,0.033582
0.615000,0.695000,0.499763,0.493330
0.045000,0.020000,0.496503,0.066731
0.000000,0.000000,0.493620,0.008196
0.000000,0.000000,0.493722,0.007969
0.040000,0.050000,0.496166,0.038175
0.025000,0.015000,0.494239,0.013787
0.000000,0.000000,0.494084,0.010178
0.010000,0.010000,0.495256,0.022043
0.015000,0.000000,0.494691,0.015709
0.040000,0.000000,0.495326,0.021597
0.015000,0.000000,0.496921,0.083490
0.110000,0.065000,0.496475,0.049701
0.005000,0.005000,0.494628,0.015650
0.100000,0.080000,0.495848,0.040765
0.020000,0.005000,0.496315,0.042737
0.000000,0.015000,0.495574,0.042994
0.005000,0.005000,0.494724,0.013370
0.000000,0.000000,0.493495,0.007098
0.025000,0.045000,0.495030,0.020410
0.005000,0.005000,0.496323,0.047886
0.005000,0.000000,0.493656,0.008093
0.000000,0.000000,0.493437,0.007098
0.030000,0.025000,0.495984,0.045163
0.095000,0.130000,0.497104,0.120114
0.035000,0.005000,0.495769,0.035811
0.260000,0.095000,0.498601,0.168044
0.595000,0.585000,0.501628,0.558218
0.385000,0.350000,0.498120,0.200247
0.005000,0.000000,0.494841,0.012388
0.005000,0.005000,0.494757,0.012708
0.100000,0.010000,0.495546,0.024263
0.025000,0.000000,0.495207,0.018316
0.005000,0.000000,0.494707,0.013239
0.005000,0.005000,0.493686,0.007220
0.005000,0.000000,0.493999,0.009098
0.035000,0.005000,0.496525,0.076679
0.080000,0.055000,0.496789,0.066641
0.095000,0.270000,0.496991,0.078999
0.010000,0.040000,0.495857,0.023708
0.010000,0.005000,0.495810,0.021646
0.050000,0.080000,0.496193,0.039829
0.000000,0.005000,0.493770,0.008852
0.325000,0.365000,0.500104,0.516577
0.075000,0.030000,0.495670,0.025206
0.075000,0.160000,0.497232,0.085513
0.090000,0.070000,0.497715,0.098130
0.000000,0.000000,0.494342,0.011596
0.000000,0.000000,0.494861,0.012934
0.420000,0.370000,0.499045,0.400828
0.050000,0.045000,0.496554,0.075225
0.000000,0.000000,0.493495,0.007375
0.070000,0.245000,0.493294,0.007969
0.000000,0.000000,0.494044,0.009469
0.130000,0.060000,0.496556,0.034154
0.005000,0.005000,0.494803,0.013653
0.000000,0.000000,0.493369,0.006910
0.000000,0.000000,0.494332,0.012307
0.060000,0.045000,0.496123,0.052582
0.000000,0.000000,0.493724,0.007955
0.070000,0.040000,0.495678,0.027359
0.000000,0.000000,0.495570,0.032636
0.010000,0.000000,0.497240,0.047382
0.055000,0.030000,0.495879,0.042711
0.205000,0.075000,0.496588,0.058901
0.000000,0.050000,0.493576,0.008852
0.000000,0.000000,0.493527,0.007763
0.830000,0.800000,0.503025,0.781030
0.020000,0.015000,0.494742,0.015818
0.320000,0.400000,0.497413,0.235616
0.000000,0.000000,0.494396,0.012228
0.025000,0.030000,0.495079,0.020152
0.010000,0.005000,0.495119,0.016922
0.030000,0.045000,0.495458,0.025807
0.000000,0.005000,0.494556,0.012509
0.140000,0.105000,0.498177,0.168504
0.015000,0.000000,0.494798,0.012996
0.005000,0.000000,0.493351,0.006950
0.220000,0.135000,0.498620,0.296618
0.000000,0.000000,0.494280,0.013575
0.040000,0.085000,0.494108,0.011796
0.000000,0.000000,0.492918,0.005778
0.000000,0.005000,0.493743,0.008695
0.365000,0.260000,0.498920,0.358816
0.000000,0.000000,0.494221,0.010040
0.000000,0.000000,0.494436,0.011228
0.625000,0.645000,0.501156,0.855590
0.005000,0.010000,0.493550,0.008129
0.010000,0.000000,0.495040,0.028436
0.300000,0.445000,0.498182,0.290557
0.040000,0.015000,0.495644,0.021069
0.005000,0.000000,0.494691,0.014343
0.270000,0.275000,0.499042,0.303067
0.000000,0.000000,0.493942,0.008343
0.075000,0.035000,0.497350,0.092807
0.015000,0.010000,0.494537,0.015661
0.035000,0.015000,0.495560,0.034597
0.000000,0.000000,0.493407,0.008574
0.615000,0.570000,0.501560,0.625060
0.100000,0.205000,0.497138,0.082171
0.030000,0.010000,0.494814,0.014105
0.050000,0.035000,0.496649,0.058749
0.005000,0.000000,0.494933,0.021357
0.030000,0.025000,0.496103,0.033928
0.010000,0.000000,0.494794,0.015661
0.000000,0.000000,0.494664,0.012126
0.010000,0.005000,0.494256,0.012050
0.020000,0.020000,0.495030,0.014330
0.005000,0.005000,0.495611,0.030157
0.000000,0.000000,0.493300,0.007098
0.230000,0.265000,0.497270,0.145809
0.195000,0.115000,0.496233,0.053338
0.205000,0.155000,0.496633,0.067006
0.045000,0.000000,0.496247,0.055771
0.185000,0.205000,0.498872,0.281646
0.600000,0.305000,0.501854,0.609269
0.000000,0.005000,0.494395,0.016812
0.005000,0.020000,0.495375,0.025995
0.155000,0.095000,0.496883,0.190041
0.005000,0.000000,0.495642,0.032740
0.000000,0.000000,0.493443,0.007879
0.020000,0.015000,0.495088,0.018369
0.000000,0.000000,0.493818,0.010374
0.000000,0.000000,0.496198,0.067635
0.000000,0.000000,0.494877,0.014182
0.180000,0.115000,0.497339,0.122345
0.050000,0.040000,0.494420,0.012995
0.000000,0.005000,0.493435,0.006910
0.015000,0.015000,0.496773,0.080659
0.020000,0.005000,0.495066,0.026811
0.075000,0.025000,0.495661,0.027987
0.000000,0.000000,0.493759,0.009204
0.015000,0.000000,0.496039,0.038940
0.065000,0.080000,0.496687,0.076267
0.000000,0.000000,0.493567,0.013607
0.040000,0.025000,0.496870,0.074372
0.135000,0.195000,0.496460,0.060406
0.025000,0.040000,0.496104,0.022449
0.035000,0.140000,0.496025,0.032856
0.000000,0.020000,0.494145,0.011701
0.040000,0.075000,0.495979,0.029009
0.215000,0.095000,0.498029,0.163560
0.015000,0.005000,0.495245,0.022869
0.625000,0.545000,0.500823,0.472427
0.095000,0.070000,0.496406,0.088925
0.005000,0.045000,0.494606,0.014791
0.295000,0.385000,0.499540,0.313289
0.075000,0.035000,0.495307,0.030583
0.005000,0.000000,0.493123,0.006964
0.070000,0.080000,0.496002,0.055313
0.065000,0.005000,0.496479,0.060770
0.000000,0.000000,0.495078,0.014855
